geneid	pval	up_down 	pathway_ids
HCON_00027115	0.230923204	none	ko04015,ko04310,ko04390,ko04510,ko04520,ko04550,ko04670,ko04916,ko04919,ko04934,ko05100,ko05130,ko05165,ko05166,ko05167,ko05200,ko05205,ko05210,ko05213,ko05215,ko05216,ko05217,ko05224,ko05225,ko05226,ko05412,ko05418,map04015,map04310,map04390,map04510,map04520,map04550,map04670,map04916,map04919,map04934,map05100,map05130,map05165,map05166,map05167,map05200,map05205,map05210,map05213,map05215,map05216,map05217,map05224,map05225,map05226,map05412,map05418
HCON_00027180	0.000538112	down	-
HCON_00027185	0.212769878	none	-
HCON_00027200	0.025784003	down	-
HCON_00027220	0.467428826	none	ko03040,map03040
HCON_00027230	0.050001438	none	-
HCON_00027240	0.350605129	none	ko05410,ko05412,ko05414,ko05416,map05410,map05412,map05414,map05416
HCON_00027280	0.34904602	none	-
HCON_00027310	0.003101902	down	-
HCON_00027320	0.289327644	none	-
HCON_00027330	0.296727313	none	-
HCON_00027370	0.001298439	down	ko03013,map03013
HCON_00027380	0.377899578	none	ko04138,ko04721,ko04727,ko04962,map04138,map04721,map04727,map04962
HCON_00027430	0.169846194	none	ko04391,map04391
HCON_00027560	0.392307459	none	-
HCON_00027590	0.064432804	none	ko04144,map04144
HCON_00027600	0.045823013	UP	-
HCON_00027690	0.084984409	none	-
HCON_00027700	0.304541555	none	-
HCON_00027720	0.0000909	down	ko03013,ko03015,map03013,map03015
HCON_00027730	0.201895749	none	-
HCON_00027740	0.001908266	UP	ko04120,map04120
HCON_00027750	0.000398852	UP	-
HCON_00027760	0.392128519	none	-
HCON_00027790	0.045313883	UP	ko04142,map04142
HCON_00027800	0.137127724	none	-
HCON_00027825	0.015506597	down	-
HCON_00027830	0.092597786	none	ko04330,ko05010,map04330,map05010
HCON_00027840	0.008107438	UP	ko00010,ko00040,ko00051,ko00052,ko00561,ko00790,ko00930,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00051,map00052,map00561,map00790,map00930,map01100,map01110,map01120,map01130,map01220
HCON_00027860	0.061808131	none	ko00010,ko00040,ko00051,ko00052,ko00561,ko00790,ko00930,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00051,map00052,map00561,map00790,map00930,map01100,map01110,map01120,map01130,map01220
HCON_00027870	0.001666295	none	ko00010,ko00040,ko00051,ko00052,ko00561,ko00790,ko00930,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00051,map00052,map00561,map00790,map00930,map01100,map01110,map01120,map01130,map01220
HCON_00027907	0.434104623	none	ko00010,ko00040,ko00051,ko00052,ko00561,ko00790,ko00930,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00051,map00052,map00561,map00790,map00930,map01100,map01110,map01120,map01130,map01220
HCON_00027910	0.007178763	UP	ko00010,ko00040,ko00051,ko00052,ko00561,ko00790,ko00930,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00051,map00052,map00561,map00790,map00930,map01100,map01110,map01120,map01130,map01220
HCON_00027970	0.019712554	UP	ko03010,map03010
HCON_00027980	0.274066406	none	-
HCON_00028000	0.000904298	UP	ko03013,map03013
HCON_00028050	0.147294495	none	ko04721,map04721
HCON_00028080	0.000987856	UP	ko00760,ko01100,map00760,map01100
HCON_00028100	0.052260158	none	-
HCON_00028110	0.401717078	none	ko04750,map04750
HCON_00028120	0.004327765	down	-
HCON_00028130	0.158927639	none	ko04110,ko04111,ko04114,ko04120,ko04141,ko04310,ko04341,ko04350,ko04710,ko05168,ko05200,map04110,map04111,map04114,map04120,map04141,map04310,map04341,map04350,map04710,map05168,map05200
HCON_00028140	0.029474835	down	ko03013,map03013
HCON_00028150	0.255983271	none	-
HCON_00028160	0.026123798	down	ko04112,map04112
HCON_00028170	0.234453093	none	ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141
HCON_00028180	0.027841422	down	ko00564,ko01110,map00564,map01110
HCON_00028270	0.27410549	none	ko03008,ko03013,map03008,map03013
HCON_00028280	0.00081796	UP	ko03010,map03010
HCON_00028290	0.072650731	none	-
HCON_00028310	0.004377065	down	-
HCON_00028330	0.055414471	none	-
HCON_00028340	0.243099886	none	-
HCON_00028350	0.000230261	UP	ko00520,map00520
HCON_00028360	0.021930008	UP	-
HCON_00028370	0.069990229	none	-
HCON_00028380	0.462335484	none	ko04022,ko04024,ko04062,ko04071,ko04270,ko04310,ko04350,ko04360,ko04510,ko04530,ko04611,ko04670,ko04810,ko04921,ko05130,ko05131,ko05132,ko05200,ko05205,ko05206,map04022,map04024,map04062,map04071,map04270,map04310,map04350,map04360,map04510,map04530,map04611,map04670,map04810,map04921,map05130,map05131,map05132,map05200,map05205,map05206
HCON_00028390	0.000045	down	-
HCON_00028400	0.225684113	none	-
HCON_00028405	0.004414658	none	-
HCON_00028410	0.004400731	none	ko03013,ko05162,map03013,map05162
HCON_00028420	0.393583338	none	-
HCON_00028430	0.052159269	none	ko04659,ko04710,ko05321,map04659,map04710,map05321
HCON_00028450	0.001291661	none	ko03013,ko05134,map03013,map05134
HCON_00028460	0.412770357	none	-
HCON_00028470	0.07728147	none	-
HCON_00028540	0.000516209	UP	ko03008,ko03013,map03008,map03013
HCON_00028555	0.022124762	down	-
HCON_00028600	0.185672778	none	ko04080,map04080
HCON_00028650	0.054945592	none	-
HCON_00028680	0.088202583	none	ko00750,ko01100,map00750,map01100
HCON_00028690	0.188158287	none	ko00240,ko01100,map00240,map01100
HCON_00028705	0.341975857	none	-
HCON_00028715	0.01250325	down	ko05164,map05164
HCON_00028720	0.364145112	none	ko04014,ko04015,ko04024,ko04062,ko04530,ko04810,ko05205,map04014,map04015,map04024,map04062,map04530,map04810,map05205
HCON_00028740	0.016101188	down	ko04923,map04923
HCON_00028750	0.116722483	none	-
HCON_00028790	0.442988898	none	ko05165,ko05203,map05165,map05203
HCON_00028800	0.054690446	none	ko03010,map03010
HCON_00028810	0.154782277	none	-
HCON_00028830	0.266256441	none	-
HCON_00028860	0.002144768	none	-
HCON_00029060	0.01924888	none	-
HCON_00029070	0.258119774	none	ko04120,ko04144,ko04668,ko04932,map04120,map04144,map04668,map04932
HCON_00029090	0.213850031	none	-
HCON_00029210	0.368871057	none	ko04550,map04550
HCON_00029220	0.010706898	down	-
HCON_00029240	0.207258442	none	-
HCON_00029270	0.001435663	down	-
HCON_00029280	0.344261764	none	-
HCON_00029290	0.267103173	none	-
HCON_00029310	0.009481406	UP	ko03010,ko05010,map03010,map05010
HCON_00029320	0.002030707	down	-
HCON_00029400	0.254570233	none	ko04962,map04962
HCON_00029410	0.041204246	none	ko04138,ko04530,map04138,map04530
HCON_00029420	0.427175786	none	-
HCON_00029450	0.008846237	UP	ko01521,ko01522,ko04012,ko04013,ko04014,ko04062,ko04072,ko04370,ko04510,ko04650,ko04722,ko04910,ko04915,ko04917,ko04926,ko05034,ko05100,ko05206,ko05214,ko05220,ko05224,ko05225,ko05226,map01521,map01522,map04012,map04013,map04014,map04062,map04072,map04370,map04510,map04650,map04722,map04910,map04915,map04917,map04926,map05034,map05100,map05206,map05214,map05220,map05224,map05225,map05226
HCON_00029490	0.01473468	UP	ko04012,ko04020,ko04024,ko04066,ko04114,ko04217,ko04261,ko04310,ko04360,ko04610,ko04614,ko04713,ko04720,ko04722,ko04725,ko04728,ko04740,ko04745,ko04750,ko04911,ko04912,ko04916,ko04921,ko04922,ko04925,ko04934,ko04971,ko04972,ko04974,ko05031,ko05152,ko05200,ko05205,ko05214,map04012,map04020,map04024,map04066,map04114,map04217,map04261,map04310,map04360,map04610,map04614,map04713,map04720,map04722,map04725,map04728,map04740,map04745,map04750,map04911,map04912,map04916,map04921,map04922,map04925,map04934,map04971,map04972,map04974,map05031,map05152,map05200,map05205,map05214
HCON_00029500	0.000439886	UP	ko04012,ko04020,ko04024,ko04066,ko04114,ko04217,ko04261,ko04310,ko04360,ko04610,ko04614,ko04713,ko04720,ko04722,ko04725,ko04728,ko04740,ko04745,ko04750,ko04911,ko04912,ko04916,ko04921,ko04922,ko04925,ko04934,ko04971,ko04972,ko04974,ko05031,ko05152,ko05200,ko05205,ko05214,map04012,map04020,map04024,map04066,map04114,map04217,map04261,map04310,map04360,map04610,map04614,map04713,map04720,map04722,map04725,map04728,map04740,map04745,map04750,map04911,map04912,map04916,map04921,map04922,map04925,map04934,map04971,map04972,map04974,map05031,map05152,map05200,map05205,map05214
HCON_00029510	0.054430009	none	-
HCON_00029520	0.002471663	UP	-
HCON_00029645	0.445217516	none	ko04066,ko04934,ko05200,ko05202,ko05204,ko05211,map04066,map04934,map05200,map05202,map05204,map05211
HCON_00029700	0.327204428	none	-
HCON_00029720	0.049277386	UP	-
HCON_00029730	0.016435374	none	ko04142,ko04210,map04142,map04210
HCON_00029740	0.083550072	none	-
HCON_00029745	0.188288677	none	-
HCON_00029750	0.000678558	UP	-
HCON_00029770	0.039069006	down	-
HCON_00029790	0.323810288	none	ko03440,map03440
HCON_00029800	0.0000178	UP	ko00970,map00970
HCON_00029810	0.063214791	none	-
HCON_00029870	0.065200365	none	-
HCON_00029880	0.000411909	UP	-
HCON_00029895	0.113349692	none	-
HCON_00029920	0.214588022	none	-
HCON_00029930	0.094826993	none	-
HCON_00029960	0.078652423	none	-
HCON_00029970	0.338606124	none	ko04144,ko04217,map04144,map04217
HCON_00029980	0.000534223	UP	ko03010,map03010
HCON_00029990	0.016932555	none	-
HCON_00030000	0.428437249	none	-
HCON_00030010	0.071169802	none	ko04940,map04940
HCON_00030020	0.254847286	none	-
HCON_00030030	0.0000337	UP	-
HCON_00030040	0.001735557	UP	ko00900,ko01110,map00900,map01110
HCON_00030060	0.003140098	UP	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016
HCON_00030080	0.095057658	none	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120
HCON_00030090	0.004027928	UP	ko03050,map03050
HCON_00030100	0.387822806	none	ko03008,map03008
HCON_00030110	0.021312214	none	ko00230,ko00240,ko01100,ko03020,ko04623,ko05016,ko05169,map00230,map00240,map01100,map03020,map04623,map05016,map05169
HCON_00030120	0.009063613	UP	ko00190,ko01100,ko04714,ko05010,ko05012,ko05016,map00190,map01100,map04714,map05010,map05012,map05016
HCON_00030130	0.00154239	UP	ko03010,map03010
HCON_00030140	0.012888097	UP	-
HCON_00030320	0.085375823	none	ko00140,ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,ko04917,ko04927,ko04934,map00140,map00590,map00591,map01100,map04212,map04726,map04750,map04913,map04917,map04927,map04934
HCON_00030340	0.224090139	none	-
HCON_00030360	0.005861657	down	-
HCON_00030450	0.213838091	none	ko04013,ko04530,ko04658,ko04659,ko05200,ko05202,ko05220,ko05221,map04013,map04530,map04658,map04659,map05200,map05202,map05220,map05221
HCON_00030490	0.285202419	none	ko00280,ko00640,ko01100,ko01110,ko01130,map00280,map00640,map01100,map01110,map01130
HCON_00030500	0.328090859	none	-
HCON_00030525	0.056622144	none	ko03010,map03010
HCON_00030600	0.112059139	none	-
HCON_00030610	0.008657767	down	ko04360,map04360
HCON_00030710	0.003980566	down	ko04015,ko04212,map04015,map04212
HCON_00030800	0.361831842	none	-
HCON_00030810	0.088894611	none	ko02010,ko04975,ko04979,map02010,map04975,map04979
HCON_00030820	0.002339721	down	-
HCON_00030825	0.166939825	none	-
HCON_00030830	0.0000619	down	-
HCON_00030850	0.054479279	none	-
HCON_00030860	0.06230164	none	-
HCON_00030870	0.115877933	none	-
HCON_00030880	0.227359863	none	-
HCON_00030885	0.114840132	none	ko04020,ko04080,ko04911,ko04971,ko04972,map04020,map04080,map04911,map04971,map04972
HCON_00030940	0.009841969	UP	-
HCON_00030950	0.32476388	none	-
HCON_00030970	0.062830053	none	-
HCON_00030990	0.102115665	none	ko00562,ko01100,ko04070,map00562,map01100,map04070
HCON_00031010	0.01275103	none	ko04140,ko04142,ko04145,ko04210,ko04380,ko04612,ko04620,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04380,map04612,map04620,map05205,map05323,map05418
HCON_00031030	0.00222744	down	-
HCON_00031040	0.001420562	down	ko05010,ko05120,map05010,map05120
HCON_00031050	0.004030556	UP	-
HCON_00031070	0.378256779	none	ko04530,ko05100,ko05130,ko05131,ko05205,map04530,map05100,map05130,map05131,map05205
HCON_00031110	0.027808938	none	ko04530,ko05100,ko05130,ko05131,ko05205,map04530,map05100,map05130,map05131,map05205
HCON_00031120	0.326213607	none	ko03013,ko05418,map03013,map05418
HCON_00031150	0.208730137	none	-
HCON_00031160	0.219118754	none	-
HCON_00031185	0.094535263	none	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523
HCON_00031190	0.034352723	UP	-
HCON_00031210	0.044940002	UP	ko01521,ko04012,ko04062,ko04110,ko04150,ko04151,ko04310,ko04340,ko04341,ko04360,ko04390,ko04510,ko04550,ko04657,ko04660,ko04662,ko04711,ko04722,ko04728,ko04910,ko04916,ko04917,ko04919,ko04931,ko04932,ko04934,ko05010,ko05160,ko05162,ko05164,ko05165,ko05166,ko05167,ko05169,ko05200,ko05210,ko05213,ko05215,ko05217,ko05224,ko05225,ko05226,map01521,map04012,map04062,map04110,map04150,map04151,map04310,map04340,map04341,map04360,map04390,map04510,map04550,map04657,map04660,map04662,map04711,map04722,map04728,map04910,map04916,map04917,map04919,map04931,map04932,map04934,map05010,map05160,map05162,map05164,map05165,map05166,map05167,map05169,map05200,map05210,map05213,map05215,map05217,map05224,map05225,map05226
HCON_00031220	0.271075511	none	-
HCON_00031240	0.010743092	UP	-
HCON_00031490	0.067086457	none	-
HCON_00031510	0.109987964	none	ko04714,ko05225,map04714,map05225
HCON_00031550	0.003105305	down	-
HCON_00031570	0.143967862	none	-
HCON_00031580	0.0062199	down	-
HCON_00031690	0.02089752	UP	ko04340,ko04341,map04340,map04341
HCON_00031710	0.055999106	none	-
HCON_00031740	0.154833808	none	-
HCON_00031780	0.000108969	UP	-
HCON_00031800	0.123241282	none	ko04142,map04142
HCON_00031810	0.021516574	UP	ko03010,map03010
HCON_00031820	0.054038584	none	-
HCON_00031840	0.076952656	none	ko04140,ko05200,ko05219,map04140,map05200,map05219
HCON_00031890	0.074127671	none	ko03430,ko03460,map03430,map03460
HCON_00032000	0.209430321	none	-
HCON_00032040	0.060276878	none	-
HCON_00032050	0.044114344	UP	ko00230,ko05032,map00230,map05032
HCON_00032080	0.12796253	none	-
HCON_00032090	0.003200175	UP	-
HCON_00032140	0.009345385	UP	ko03010,map03010
HCON_00032150	0.008575683	UP	-
HCON_00032170	0.415903454	none	ko03050,ko05169,map03050,map05169
HCON_00032180	0.274976551	none	-
HCON_00032200	0.003969401	UP	-
HCON_00032210	0.022258376	down	-
HCON_00032220	0.002956145	UP	-
HCON_00032230	0.001605575	UP	-
HCON_00032240	0.001834431	down	ko03040,ko05168,map03040,map05168
HCON_00032270	0.024364578	UP	-
HCON_00032280	0.110239562	none	ko05164,map05164
HCON_00032320	0.02631673	UP	ko03040,ko04070,map03040,map04070
HCON_00032340	0.057358284	none	ko04142,ko05205,map04142,map05205
HCON_00032350	0.434051756	none	ko04150,ko04310,ko04390,ko04550,ko04916,ko04934,ko05165,ko05166,ko05200,ko05205,ko05217,ko05224,ko05225,ko05226,map04150,map04310,map04390,map04550,map04916,map04934,map05165,map05166,map05200,map05205,map05217,map05224,map05225,map05226
HCON_00032370	0.000691808	down	ko00532,ko01100,map00532,map01100
HCON_00032380	0.253718324	none	ko04010,ko04540,ko04722,ko04912,ko05166,map04010,map04540,map04722,map04912,map05166
HCON_00032400	0.003269288	down	ko04010,ko04540,ko04722,ko04912,ko05166,map04010,map04540,map04722,map04912,map05166
HCON_00032425	0.041625194	down	ko05200,ko05216,map05200,map05216
HCON_00032430	0.187126156	none	-
HCON_00032450	0.211687892	none	ko00062,ko01100,ko01212,ko04142,map00062,map01100,map01212,map04142
HCON_00032580	0.021267161	down	ko04022,ko04024,ko04260,ko04261,ko04911,ko04918,ko04919,ko04925,ko04960,ko04961,ko04964,ko04970,ko04971,ko04972,ko04973,ko04974,ko04976,ko04978,map04022,map04024,map04260,map04261,map04911,map04918,map04919,map04925,map04960,map04961,map04964,map04970,map04971,map04972,map04973,map04974,map04976,map04978
HCON_00032590	0.000222433	UP	ko03022,map03022
HCON_00032610	0.001680796	down	ko04068,ko04110,ko04144,ko04218,ko04350,ko04371,ko04390,ko04520,ko04550,ko04659,ko04926,ko04933,ko05142,ko05166,ko05200,ko05210,ko05212,ko05225,ko05226,ko05321,map04068,map04110,map04144,map04218,map04350,map04371,map04390,map04520,map04550,map04659,map04926,map04933,map05142,map05166,map05200,map05210,map05212,map05225,map05226,map05321
HCON_00032640	0.080990183	none	-
HCON_00032650	0.38271411	none	-
HCON_00032660	0.045658896	none	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016
HCON_00032690	0.004069551	none	ko04934,map04934
HCON_00032700	0.004728975	none	-
HCON_00032710	0.005342664	UP	-
HCON_00032725	0.004968978	down	ko04141,map04141
HCON_00032760	0.002824151	UP	-
HCON_00032790	0.001410361	down	-
HCON_00032800	0.112547205	none	-
HCON_00032810	0.001905734	UP	-
HCON_00032820	0.23523564	none	-
HCON_00032830	0.054176762	none	ko00790,ko01100,map00790,map01100
HCON_00032850	0.012154684	UP	-
HCON_00032870	0.270553974	none	-
HCON_00032880	0.466076557	none	ko01522,ko04110,ko04115,ko04151,ko04218,ko04530,ko04660,ko04933,ko04934,ko05161,ko05162,ko05165,ko05166,ko05167,ko05200,ko05203,ko05206,ko05212,ko05214,ko05218,ko05219,ko05220,ko05222,ko05223,ko05224,ko05225,map01522,map04110,map04115,map04151,map04218,map04530,map04660,map04933,map04934,map05161,map05162,map05165,map05166,map05167,map05200,map05203,map05206,map05212,map05214,map05218,map05219,map05220,map05222,map05223,map05224,map05225
HCON_00032890	0.020657232	none	-
HCON_00032950	0.008659935	down	-
HCON_00032960	0.072791696	none	-
HCON_00033000	0.101741294	none	ko04014,ko04062,ko04151,ko04371,ko04713,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04926,ko05032,ko05034,ko05167,ko05200,map04014,map04062,map04151,map04371,map04713,map04723,map04724,map04725,map04726,map04727,map04728,map04926,map05032,map05034,map05167,map05200
HCON_00033100	0.158265813	none	-
HCON_00033130	0.000697992	UP	-
HCON_00033140	0.089178049	none	ko03008,map03008
HCON_00033160	0.023784714	UP	-
HCON_00033165	0.002839821	UP	ko03013,map03013
HCON_00033230	0.008664158	down	ko00260,ko01100,map00260,map01100
HCON_00033250	0.035389357	UP	-
HCON_00033350	0.001209435	UP	-
HCON_00033370	0.2321857	none	ko04550,map04550
HCON_00033380	0.068338704	none	ko03015,map03015
HCON_00033410	0.154845855	none	ko04141,map04141
HCON_00033420	0.045053462	UP	-
HCON_00033430	0.115284519	none	-
HCON_00033440	0.027008383	down	-
HCON_00033450	0.003584169	UP	ko03015,map03015
HCON_00033470	0.000226259	UP	-
HCON_00033480	0.08402985	none	-
HCON_00033490	0.004901094	UP	ko00020,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map01100,map01110,map01120,map01130,map01200,map01210,map01230
HCON_00033510	0.160190385	none	ko04974,map04974
HCON_00033540	0.005061415	UP	ko04139,ko04919,ko05016,ko05202,map04139,map04919,map05016,map05202
HCON_00033550	0.170699892	none	-
HCON_00033580	0.075934337	none	-
HCON_00033590	0.008944986	UP	ko00562,ko01100,ko04070,ko04138,map00562,map01100,map04070,map04138
HCON_00033610	0.000361916	UP	-
HCON_00033640	0.022879838	down	-
HCON_00033660	0.000716706	down	-
HCON_00033700	0.001266841	UP	-
HCON_00033790	0.00000695	UP	-
HCON_00033970	0.014580585	UP	ko04919,ko04977,map04919,map04977
HCON_00033980	0.103808406	none	ko04977,map04977
HCON_00033990	0.236822711	none	-
HCON_00034080	0.203995969	none	-
HCON_00034090	0.103720508	none	-
HCON_00034100	0.22879999	none	-
HCON_00034120	0.236649724	none	ko00620,map00620
HCON_00034140	0.0000425	UP	ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00830,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00830,map00903,map00981,map01100,map01110,map01120,map01130
